family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	likely_contains_translation	review_status	notes
fam-raw-iob4-405-b-bed-b-622-6	iob4 405 b bed b 622 6	unclear	1	1	IOB4-405/b} BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-405-c-bed-b-622-6	iob4 405 c bed b 622 6	unclear	1	1	IOB4-405/c} BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-405-d-bed-b-622-6	iob4 405 d bed b 622 6	unclear	1	1	IOB4-405/d BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-406-a-bed-b-622-6	iob4 406 a bed b 622 6	unclear	1	1	IOB4-406/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-406-b-bed-b-622-6	iob4 406 b bed b 622 6	unclear	1	1	IOB4-406/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-407-b-bed-b-622-6	iob4 407 b bed b 622 6	unclear	1	1	IOB4-407/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-408-bed-b-622-6	iob4 408 bed b 622 6	unclear	1	1	IOB4-408 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-409-a-bed-b-622-6	iob4 409 a bed b 622 6	unclear	1	1	IOB4-409/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-409-b-bed-b-622-6	iob4 409 b bed b 622 6	unclear	1	1	IOB4-409/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-411-bed-b-624-6	iob4 411 bed b 624 6	unclear	1	1	IOB4-411 BED B 624-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-412-a-bed-b-622-6	iob4 412 a bed b 622 6	unclear	1	1	IOB4-412/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-412-b-bed-b-622-6	iob4 412 b bed b 622 6	unclear	1	1	IOB4-412/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-413-bed-b-622-6	iob4 413 bed b 622 6	unclear	1	1	IOB4-413 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-414-a-bed-b-622-6	iob4 414 a bed b 622 6	unclear	1	1	IOB4-414/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-414-b-bed-b-622-6	iob4 414 b bed b 622 6	unclear	1	1	IOB4-414/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-415-bed-b-622-6	iob4 415 bed b 622 6	unclear	1	1	IOB4-415 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-416-a-bed-b-622-6	iob4 416 a bed b 622 6	unclear	1	1	IOB4-416/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-416-b-bed-b-622-6	iob4 416 b bed b 622 6	unclear	1	1	IOB4-416/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-416-c-bed-b-622-6	iob4 416 c bed b 622 6	unclear	1	1	IOB4-416/c BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-417-bed-b-622-6	iob4 417 bed b 622 6	unclear	1	1	IOB4-417 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-419-a-bed-b-622-6	iob4 419 a bed b 622 6	unclear	1	1	IOB4-419/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-419-b-bed-b-622-6	iob4 419 b bed b 622 6	unclear	1	1	IOB4-419/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-420-a-bed-b-623-1	iob4 420 a bed b 623 1	unclear	1	1	IOB4-420/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-420-b-bed-b-623-1	iob4 420 b bed b 623 1	unclear	1	1	IOB4-420/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-421-a-bed-b-622-4	iob4 421 a bed b 622 4	unclear	1	1	IOB4-421/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-423-bed-b-622-6	iob4 423 bed b 622 6	unclear	1	1	IOB4-423 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-424-bed-b-622-6	iob4 424 bed b 622 6	unclear	1	1	IOB4-424 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-425-a-bed-b-622-6	iob4 425 a bed b 622 6	unclear	1	1	IOB4-425/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-425-b-bed-b-622-6	iob4 425 b bed b 622 6	unclear	1	1	IOB4-425/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-426-bed-b-622-6	iob4 426 bed b 622 6	unclear	1	1	IOB4-426 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-427-b-bed-b-622-6	iob4 427 b bed b 622 6	unclear	1	1	IOB4-427/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-428-bed-b-622-6	iob4 428 bed b 622 6	unclear	1	1	IOB4-428 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-429-bed-b-622-6	iob4 429 bed b 622 6	unclear	1	1	IOB4-429 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-430-bed-b-622-6	iob4 430 bed b 622 6	unclear	1	1	IOB4-430 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-431-a-bed-b-622-6	iob4 431 a bed b 622 6	unclear	1	1	IOB4-431/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-431-b-bed-b-622-6	iob4 431 b bed b 622 6	unclear	1	1	IOB4-431/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-432-a-bed-b-622-6	iob4 432 a bed b 622 6	unclear	1	1	IOB4-432/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-432-b-bed-b-622-6	iob4 432 b bed b 622 6	unclear	1	1	IOB4-432/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-433-a	IOB4-433/a	unclear	1	1	IOB4-433/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-433-b	IOB4-433/b	unclear	1	1	IOB4-433/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-434-b-bed-b-622-6	iob4 434 b bed b 622 6	unclear	1	1	IOB4-434/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-435-a-bed-b-623-1	iob4 435 a bed b 623 1	unclear	1	1	IOB4-435/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-435-b-bed-b-623-1	iob4 435 b bed b 623 1	unclear	1	1	IOB4-435/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-436-a-bed-b-623-1	iob4 436 a bed b 623 1	unclear	1	1	IOB4-436/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-436-b-bed-b-623-1	iob4 436 b bed b 623 1	unclear	1	1	IOB4-436/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-437-b-bed-b-623-1	iob4 437 b bed b 623 1	unclear	1	1	IOB4-437/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-438-a-bed-b-623-1	iob4 438 a bed b 623 1	unclear	1	1	IOB4-438/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-438-b-bed-b-623-1	iob4 438 b bed b 623 1	unclear	1	1	IOB4-438/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-439-a-bed-b-623-1	iob4 439 a bed b 623 1	unclear	1	1	IOB4-439/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-439-b-bed-b-623-1	iob4 439 b bed b 623 1	unclear	1	1	IOB4-439/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-440-a-bed-b-623-1	iob4 440 a bed b 623 1	unclear	1	1	IOB4-440/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-440-b-bed-b-623-1	iob4 440 b bed b 623 1	unclear	1	1	IOB4-440/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-440-c-bed-b-623-1	iob4 440 c bed b 623 1	unclear	1	1	IOB4-440/c BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-441-a-bed-b-623-1	iob4 441 a bed b 623 1	unclear	1	1	IOB4-441/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-441-b-bed-b-623-1	iob4 441 b bed b 623 1	unclear	1	1	IOB4-441/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-442-a-bed-b-623-1	iob4 442 a bed b 623 1	unclear	1	1	IOB4-442/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-442-b-bed-b-623-1	iob4 442 b bed b 623 1	unclear	1	1	IOB4-442/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-443-bed-b-622-6	iob4 443 bed b 622 6	unclear	1	1	IOB4-443 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-444-a-bed-b-622-6	iob4 444 a bed b 622 6	unclear	1	1	IOB4-444/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-444-b-bed-b-623-1	iob4 444 b bed b 623 1	unclear	1	1	IOB4-444/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-445-a-bed-b-623-1	iob4 445 a bed b 623 1	unclear	1	1	IOB4-445/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-445-b-bed-b-623-1	iob4 445 b bed b 623 1	unclear	1	1	IOB4-445/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-445-c-bed-b-623-1	iob4 445 c bed b 623 1	unclear	1	1	IOB4-445/c BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-446-b-bed-b-623-1	iob4 446 b bed b 623 1	unclear	1	1	IOB4 446/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-446-c-bed-b-623-1	iob4 446 c bed b 623 1	unclear	1	1	IOB4-446/c BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-447-bed-b-623-1	iob4 447 bed b 623 1	unclear	1	1	IOB4-447 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-448-a-bed-b-623-1	iob4 448 a bed b 623 1	unclear	1	1	IOB4-448/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-448-b-bed-b-623-1	iob4 448 b bed b 623 1	unclear	1	1	IOB4-448/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-448-c-bed-b-623-1	iob4 448 c bed b 623 1	unclear	1	1	IOB4-448/c BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-449-bed-b-623-1	iob4 449 bed b 623 1	unclear	1	1	IOB4-449 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-450-a-bed-b-623-1	iob4 450 a bed b 623 1	unclear	1	1	IOB4-450/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-450-b-bed-b-623-1	iob4 450 b bed b 623 1	unclear	1	1	IOB4-450/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-451-bed-b-623-1	iob4 451 bed b 623 1	unclear	1	1	IOB4-451 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-452-a-bed-b-623-1	iob4 452 a bed b 623 1	unclear	1	1	IOB4-452/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-452-b-bed-b-623-1	iob4 452 b bed b 623 1	unclear	1	1	IOB4-452/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-453-a-bed-b-623-1	iob4 453 a bed b 623 1	unclear	1	1	IOB4-453/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-454-a-bed-b-623-1	iob4 454 a bed b 623 1	unclear	1	1	IOB4-454/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-454-b-bed-b-623-1	iob4 454 b bed b 623 1	unclear	1	1	IOB4-454/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-455-a-bed-b-623-1	iob4 455 a bed b 623 1	unclear	1	1	IOB4-455/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-455-b-bed-b-623-1	iob4 455 b bed b 623 1	unclear	1	1	IOB4-455/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-456-a-bed-b-623-1	iob4 456 a bed b 623 1	unclear	1	1	IOB4-456/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-456-b-bed-b-623-1	iob4 456 b bed b 623 1	unclear	1	1	IOB4-456/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-457-a-bed-b-623-1	iob4 457 a bed b 623 1	unclear	1	1	IOB4-457/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-457-b	IOB4-457/b	unclear	1	1	IOB4-457/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-458	IOB4-458	unclear	1	1	IOB4-458	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-458-bed-b-623-1	iob4 458 bed b 623 1	unclear	1	1	IOB4-458 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-459-b	IOB4-459/b	unclear	1	1	IOB4-459/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-460-b	IOB4-460/b	unclear	1	1	IOB4-460/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-461-a	IOB4-461/a	unclear	1	1	IOB4-461/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-461-b	IOB4-461/b	unclear	1	1	IOB4-461/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-462-a	IOB4-462/a	unclear	1	1	IOB4-462/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4437-a-bed-b-623-1	iob4437 a bed b 623 1	unclear	1	1	IOB4437/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5	IOB5-	unclear	1	1	IOB5-	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-302-c-bed-b-600-7	iob5 302 c bed b 600 7	unclear	1	1	IOB5-302/c BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-463-bed-b-703-1	iob5 463 bed b 703 1	unclear	1	1	IOB5-463 BED B 703-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-464-a-bed-b-703-2	iob5 464 a bed b 703 2	unclear	1	1	IOB5-464/a BED B 703-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-464-b	IOB5-464/b	unclear	1	1	IOB5-464/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-465-a-bed-b-645-2	iob5 465 a bed b 645 2	unclear	1	1	IOB5-465/a BED B 645-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-465-b	IOB5-465/b	unclear	1	1	IOB5-465/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-466-a	IOB5-466/a	unclear	1	1	IOB5-466/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-466-b	IOB5-466/b	unclear	1	1	IOB5-466/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-467-a	IOB5-467/a	unclear	1	1	IOB5-467/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-467-b	IOB5-467/b	unclear	1	1	IOB5-467/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-467-c	IOB5-467/c	unclear	1	1	IOB5-467/c	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-467-d	IOB5-467/d	unclear	1	1	IOB5-467/d	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-469-a	IOB5-469/a	unclear	1	1	IOB5-469/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-469-b	IOB5-469/b	unclear	1	1	IOB5-469/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-470-a	IOB5-470/a	unclear	1	1	IOB5-470/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-470-b	IOB5-470/b	unclear	1	1	IOB5-470/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-471	IOB5-471	unclear	1	1	IOB5-471	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-472	IOB5-472	unclear	1	1	IOB5-472	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-473-a	IOB5-473/a	unclear	1	1	IOB5-473/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-473-b	IOB5-473/b	unclear	1	1	IOB5-473/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-474	IOB5-474	unclear	1	1	IOB5-474	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-475	IOB5-475	unclear	1	1	IOB5-475	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-477-a	IOB5-477/a	unclear	1	1	IOB5-477/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-477-b	IOB5-477/b	unclear	1	1	IOB5-477/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-478	IOB5-478	unclear	1	1	IOB5-478	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-479-bed-b-578-5	iob5 479 bed b 578 5	unclear	1	1	IOB5-479 BED B 578-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-480-a-bed-b-565-1	iob5 480 a bed b 565 1	unclear	1	1	IOB5-480/a BED B 565-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-480-c	IOB5-480/c	unclear	1	1	IOB5-480/c	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-481-a-bed-b-635-6	iob5 481 a bed b 635 6	unclear	1	1	IOB5-481/a BED B 635-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-482-a	IOB5-482/a	unclear	1	1	IOB5-482/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-482-b	IOB5-482/b	unclear	1	1	IOB5-482/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-483-b	IOB5-483/b	unclear	1	1	IOB5-483/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-485-a	IOB5-485/a	unclear	1	1	IOB5-485/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-485-b	IOB5-485/b	unclear	1	1	IOB5-485/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-486-b	IOB5-486/b	unclear	1	1	IOB5-486/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-488-a	IOB5-488/a	unclear	1	1	IOB5-488/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-491	IOB5-491	unclear	1	1	IOB5-491	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-497	IOB5-497	unclear	1	1	IOB5-497	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-499-a	IOB5-499/a	unclear	1	1	IOB5-499/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-499-b	IOB5-499/b	unclear	1	1	IOB5-499/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-499-c	IOB5-499/c	unclear	1	1	IOB5-499/c	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-499-d	IOB5-499/d	unclear	1	1	IOB5-499/d	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-501	IOB5-501	unclear	1	1	IOB5-501	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-502	IOB5-502	unclear	1	1	IOB5-502	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-509-bed-b-628-9	iob5 509 bed b 628 9	unclear	1	1	IOB5-509 BED B 628-9	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-510	IOB5-510	unclear	1	1	IOB5-510	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-512-b	IOB5-512/b	unclear	1	1	IOB5-512/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-514-a	IOB5-514/a	unclear	1	1	IOB5-514/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-514-b	IOB5-514/b	unclear	1	1	IOB5-514/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-517-a	IOB5-517/a	unclear	1	1	IOB5-517/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-524-a	IOB5-524/a	unclear	1	1	IOB5-524/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-524-b	IOB5-524/b	unclear	1	1	IOB5-524/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-525-a	IOB5-525/a	unclear	1	1	IOB5-525/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-525-b	IOB5-525/b	unclear	1	1	IOB5-525/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-530	IOB5-530	unclear	1	1	IOB5-530	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-541-a	IOB5-541/a	unclear	1	1	IOB5-541/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-541-b	IOB5-541/b	unclear	1	1	IOB5-541/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-541-c	IOB5-541/c	unclear	1	1	IOB5-541/c	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-541-d	IOB5-541/d	unclear	1	1	IOB5-541/d	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-543-a-bed-b-675-1	iob5 543 a bed b 675 1	unclear	1	1	IOB5-543/a BED B 675-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-543-b	IOB5-543/b	unclear	1	1	IOB5-543/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-544-a	IOB5-544/a	unclear	1	1	IOB5-544/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-544-b	IOB5-544/b	unclear	1	1	IOB5-544/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-545-a	IOB5-545/a	unclear	1	1	IOB5-545/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-545-b	IOB5-545/b	unclear	1	1	IOB5-545/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-546	IOB5-546	unclear	1	1	IOB5-546	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-547-a	IOB5-547/a	unclear	1	1	IOB5-547/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-547-b	IOB5-547/b	unclear	1	1	IOB5-547/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-563-a-bed-b-602-4	iob5 563 a bed b 602 4	unclear	1	1	IOB5-563/a BED B 602-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-565-a-bed-a	IOB5-565/a BED A	unclear	1	1	IOB5-565/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-571-a-bed-a	IOB5-571/a BED A	unclear	1	1	IOB5-571/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-571-b-bed-b-537-2	iob5 571 b bed b 537 2	unclear	1	1	IOB5-571/b BED B 537-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-572-a-bed-b-602-4	iob5 572 a bed b 602 4	unclear	1	1	IOB5-572/a BED B 602-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-573-a-bed-b-602-4	iob5 573 a bed b 602 4	unclear	1	1	IOB5-573/a BED B 602-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-573-b-bed-b-602-5	iob5 573 b bed b 602 5	unclear	1	1	IOB5-573/b BED B 602-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-574-a-bed-b-582-4	iob5 574 a bed b 582 4	unclear	1	1	IOB5-574/a BED B 582-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-574-b	IOB5-574/b	unclear	1	1	IOB5-574/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-575-bed-b-602-5	iob5 575 bed b 602 5	unclear	1	1	IOB5-575 BED B 602-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-576-a-bed-b-602-4	iob5 576 a bed b 602 4	unclear	1	1	IOB5-576/a BED B 602-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-576-b-15-bed-b-602-4	iob5 576 b 15 bed b 602 4	unclear	1	1	IOB5-576/b 15 BED B 602-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-577-bed-b-600-7	iob5 577 bed b 600 7	unclear	1	1	IOB5-577 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-577-bed-b-602-1	iob5 577 bed b 602 1	unclear	1	1	IOB5-577 BED B 602-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-578-a-bed-b-600-7	iob5 578 a bed b 600 7	unclear	1	1	IOB5-578/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-578-b-bed-b-600-7	iob5 578 b bed b 600 7	unclear	1	1	IOB5-578/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-581-b-bed-b-559-5	iob5 581 b bed b 559 5	unclear	1	1	IOB5-581/b BED B 559-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-583-bed-b-622-6	iob5 583 bed b 622 6	unclear	1	1	IOB5-583 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-584-bed-b-622-6	iob5 584 bed b 622 6	unclear	1	1	IOB5-584 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
