work_candidate_id	family_id	provisional_short_label	author_original	author_normalized	year	title_original	title_normalized	publication_details	language	script	translation_relevance	evidence_raw_references	review_status	notes
work-raw-ba-bed-b-635-2	fam-raw-ba-bed-b-635-2	BA BED B 635-2								latin	unknown	BA BED B 635-2	unreviewed	No stronger conservative family signal was detected.
work-raw-bed-a	fam-raw-bed-a	BED A								latin	unknown	BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-183-184	fam-raw-bm1-183-184	BM1-183-184								latin	unknown	BM1-183-184	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-184	fam-raw-bm1-184	BM1-184								latin	unknown	BM1-184	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-245	fam-raw-bm1-245	BM1-245								latin	unknown	BM1-245	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-250	fam-raw-bm1-250	BM1-250,								latin	unknown	BM1-250,	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-262-270	fam-raw-bm1-262-270	BM1-262+270								latin	unknown	BM1-262+270	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-270-279	fam-raw-bm1-270-279	BM1-270 + 279								latin	unknown	BM1-270 + 279	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-351-352	fam-raw-bm1-351-352	BM1-351-352								latin	unknown	BM1-351-352	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-380	fam-raw-bm1-380	BM1-380								latin	unknown	BM1-380	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-381	fam-raw-bm1-381	BM1-381								latin	unknown	BM1-381	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-420	fam-raw-bm1-420	BM1-420								latin	unknown	BM1-420	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-72	fam-raw-bm1-72	BM1-72								latin	unknown	BM1-72	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1-80	fam-raw-bm1-80	BM1-80								latin	unknown	BM1-80	unreviewed	No stronger conservative family signal was detected.
work-raw-bm1184	fam-raw-bm1184	BM1184								latin	unknown	BM1184	unreviewed	No stronger conservative family signal was detected.
work-raw-bm2-558	fam-raw-bm2-558	BM2 -558								latin	unknown	BM2 -558	unreviewed	No stronger conservative family signal was detected.
work-raw-bm2-760	fam-raw-bm2-760	BM2-760								latin	unknown	BM2-760	unreviewed	No stronger conservative family signal was detected.
work-raw-bm2-768	fam-raw-bm2-768	BM2-768								latin	unknown	BM2-768	unreviewed	No stronger conservative family signal was detected.
work-raw-bm2-830-838	fam-raw-bm2-830-838	BM2-830, 838								latin	unknown	BM2-830, 838	unreviewed	No stronger conservative family signal was detected.
work-raw-co-pies-list-225	fam-raw-co-pies-list-225	co pies List 225								latin	unknown	co pies List 225	unreviewed	No stronger conservative family signal was detected.
work-raw-copies-list-212	fam-raw-copies-list-212	copies: List 212								latin	unknown	copies: List 212	unreviewed	No stronger conservative family signal was detected.
work-raw-copies-list-217	fam-raw-copies-list-217	copies List 217								latin	unknown	copies List 217	unreviewed	No stronger conservative family signal was detected.
work-raw-copies-list-402-second-inscr	fam-raw-copies-list-402-second-inscr	copies List 402 (second inscr.)								latin	unknown	copies List 402 (second inscr.)	unreviewed	No stronger conservative family signal was detected.
work-raw-cp-a-first-part	fam-raw-cp-a-first-part	cp. A, p. 17 (first part)	cp. A	cp. a				p. 17 (first part)		latin	unknown	cp. A, p. 17 (first part)	unreviewed	No stronger conservative family signal was detected.
work-raw-duroiselle-arasi-1912-hledaung-inscr	fam-raw-duroiselle-arasi-1912-hledaung-inscr	Duroiselle, ARASI 1912, p. 149-51 (Hledaung inscr.)	Duroiselle	duroiselle	1912	ARASI 1912	arasi 1912			latin	unknown	Duroiselle, ARASI 1912, p. 149-51 (Hledaung inscr.)	unreviewed	No stronger conservative family signal was detected.
work-raw-frasch-coastal-peripheries	fam-raw-frasch-coastal-peripheries	Frasch, “Coastal Peripheries”, p. 74	Frasch	frasch		“Coastal Peripheries”	coastal peripheries			latin	unknown	Frasch, “Coastal Peripheries”, p. 74	unreviewed	No stronger conservative family signal was detected.
work-raw-frasch-mhrj-1998	fam-raw-frasch-mhrj-1998	Frasch, MHRJ 1998, p. 23-37	Frasch	frasch	1998	MHRJ 1998	mhrj 1998			latin	unknown	Frasch, MHRJ 1998, p. 23-37	unreviewed	No stronger conservative family signal was detected.
work-raw-frasch-pagan	fam-raw-frasch-pagan	Frasch, Pagan, p. 102-103	Frasch	frasch		Pagan	pagan			latin	unknown	Frasch, Pagan, p. 102-103	unreviewed	No stronger conservative family signal was detected.
work-raw-hla-thamein-bagan-hket	fam-raw-hla-thamein-bagan-hket	Hla Thamein, Bagan-hket, p. 113	Hla Thamein	hla thamein		Bagan-hket	bagan hket			latin	unknown	Hla Thamein, Bagan-hket, p. 113	unreviewed	No stronger conservative family signal was detected.
work-raw-htupayon-2	fam-raw-htupayon-2	Htupayon 2, p. 117								latin	unknown	Htupayon 2, p. 117 | Htupayon 2, p. 183	unreviewed	No stronger conservative family signal was detected.
work-raw-htupayon1	fam-raw-htupayon1	Htupayon1 p.249,								latin	unknown	Htupayon1 p.249,	unreviewed	No stronger conservative family signal was detected.
work-raw-in-situ	fam-raw-in-situ	in situ								latin	unknown	in situ	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-1-bed-b-493-1	fam-raw-iob1-1-bed-b-493-1	iob1 1 bed b 493 1								latin	unknown	IOB1-1 BED B 493-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-10-a-bed-b-552-1	fam-raw-iob1-10-a-bed-b-552-1	iob1 10 a bed b 552 1								latin	unknown	IOB1-10/a BED B 552-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-10-b	fam-raw-iob1-10-b	IOB1-10/b								latin	unknown	IOB1-10/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-100-a-bed-b-597-10	fam-raw-iob1-100-a-bed-b-597-10	iob1 100 a bed b 597 10								latin	unknown	IOB1-100/a BED B 597-10	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-100-b-bed-b-599-2	fam-raw-iob1-100-b-bed-b-599-2	iob1 100 b bed b 599 2								latin	unknown	IOB1-100/b BED B 599-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-101-bed-b-599-3	fam-raw-iob1-101-bed-b-599-3	iob1 101 bed b 599 3								latin	unknown	IOB1-101 BED B 599-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-102-bed-b-602-1	fam-raw-iob1-102-bed-b-602-1	iob1 102 bed b 602 1								latin	unknown	IOB1-102 BED B 602-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-103-bed-b-600-8	fam-raw-iob1-103-bed-b-600-8	iob1 103 bed b 600 8								latin	unknown	IOB1-103 BED B 600-8	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-104	fam-raw-iob1-104	IOB1-104								latin	unknown	IOB1-104	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-105-a-bed-b-599-4	fam-raw-iob1-105-a-bed-b-599-4	iob1 105 a bed b 599 4								latin	unknown	IOB1-105/a BED B 599-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-106-bed-b-509-1	fam-raw-iob1-106-bed-b-509-1	iob1 106 bed b 509 1								latin	unknown	IOB1-106 BED B 509-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-107	fam-raw-iob1-107	IOB1-107								latin	unknown	IOB1-107	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-108-a-bed-b-567-6	fam-raw-iob1-108-a-bed-b-567-6	iob1 108 a bed b 567 6								latin	unknown	IOB1-108/a BED B 567-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-108-b-bed-b-585-2	fam-raw-iob1-108-b-bed-b-585-2	iob1 108 b bed b 585 2								latin	unknown	IOB1-108/b BED B 585-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-109-a-bed-b-598-7	fam-raw-iob1-109-a-bed-b-598-7	iob1 109 a bed b 598 7								latin	unknown	IOB1-109/a BED B 598-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-109-b-bed-b-596-2	fam-raw-iob1-109-b-bed-b-596-2	iob1 109 b bed b 596 2								latin	unknown	IOB1-109/b BED B 596-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-11-bed-b-553-1	fam-raw-iob1-11-bed-b-553-1	iob1 11 bed b 553 1								latin	unknown	IOB1-11 BED B 553-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-118-b-bed-b-579-1	fam-raw-iob1-118-b-bed-b-579-1	iob1 118 b bed b 579 1								latin	unknown	IOB1-118/b BED B 579-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-12-bed-b-554-1	fam-raw-iob1-12-bed-b-554-1	iob1 12 bed b 554 1								latin	unknown	IOB1-12 BED B 554-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-14-bed-b-558-1	fam-raw-iob1-14-bed-b-558-1	iob1 14 bed b 558 1								latin	unknown	IOB1-14 BED B 558-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-15	fam-raw-iob1-15	IOB1-15								latin	unknown	IOB1-15	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-16	fam-raw-iob1-16	IOB1-16								latin	unknown	IOB1-16	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-17	fam-raw-iob1-17	IOB1-17								latin	unknown	IOB1-17	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-18	fam-raw-iob1-18	IOB1-18								latin	unknown	IOB1-18	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-19-a-bed-b-560-1	fam-raw-iob1-19-a-bed-b-560-1	iob1 19 a bed b 560 1								latin	unknown	IOB1-19/a, BED B 560-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-2	fam-raw-iob1-2	IOB1-2								latin	unknown	IOB1-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-20-a	fam-raw-iob1-20-a	IOB1-20/a,								latin	unknown	IOB1-20/a,	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-21-bed-b-560-4	fam-raw-iob1-21-bed-b-560-4	iob1 21 bed b 560 4								latin	unknown	IOB1-21 BED B 560-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-22-bed-b-563-2	fam-raw-iob1-22-bed-b-563-2	iob1 22 bed b 563 2								latin	unknown	IOB1-22 BED B 563-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-23	fam-raw-iob1-23	IOB1-23								latin	unknown	IOB1-23	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-24-bed-b-564-1	fam-raw-iob1-24-bed-b-564-1	iob1 24 bed b 564 1								latin	unknown	IOB1-24 BED B 564-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-25-bed-a	fam-raw-iob1-25-bed-a	IOB1-25 BED A								latin	unknown	IOB1-25 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-26-bed-b-600-7	fam-raw-iob1-26-bed-b-600-7	iob1 26 bed b 600 7								latin	unknown	IOB1-26 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-28-a-bed-b-568-1	fam-raw-iob1-28-a-bed-b-568-1	iob1 28 a bed b 568 1								latin	unknown	IOB1-28/a BED B 568-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-28-b	fam-raw-iob1-28-b	IOB1-28/b								latin	unknown	IOB1-28/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-29-bed-b-568-2	fam-raw-iob1-29-bed-b-568-2	iob1 29 bed b 568 2								latin	unknown	IOB1-29 BED B 568-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-3-bed-b-512-2	fam-raw-iob1-3-bed-b-512-2	iob1 3 bed b 512 2								latin	unknown	IOB1-3 BED B 512-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-3-bed-b-550-1	fam-raw-iob1-3-bed-b-550-1	iob1 3 bed b 550 1								latin	unknown	IOB1-3 BED B 550-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-31-bed-b-593-1	fam-raw-iob1-31-bed-b-593-1	iob1 31 bed b 593 1								latin	unknown	IOB1-31 BED B 593-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-32-33-bed-b-570-2	fam-raw-iob1-32-33-bed-b-570-2	iob1 32 33 bed b 570 2								latin	unknown	IOB1-32, 33 BED B 570-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-32-bed-b-570-1	fam-raw-iob1-32-bed-b-570-1	iob1 32 bed b 570 1								latin	unknown	IOB1-32 BED B 570-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-33	fam-raw-iob1-33	IOB1-33								latin	unknown	IOB1-33	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-35	fam-raw-iob1-35	IOB1-35								latin	unknown	IOB1-35	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-36-bed-b-574-1	fam-raw-iob1-36-bed-b-574-1	iob1 36 bed b 574 1								latin	unknown	IOB1-36 BED B 574-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-37-bed-574-2	fam-raw-iob1-37-bed-574-2	IOB1-37 BED 574-2								latin	unknown	IOB1-37 BED 574-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-38-a	fam-raw-iob1-38-a	IOB1-38/a								latin	unknown	IOB1-38/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-38-b-bed-b-573-4	fam-raw-iob1-38-b-bed-b-573-4	iob1 38 b bed b 573 4								latin	unknown	IOB1-38/b BED B 573-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-39-bed-b-575-1	fam-raw-iob1-39-bed-b-575-1	iob1 39 bed b 575 1								latin	unknown	IOB1-39 BED B 575-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-4-bed-b-527-1	fam-raw-iob1-4-bed-b-527-1	iob1 4 bed b 527 1								latin	unknown	IOB1-4 BED B 527-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-40	fam-raw-iob1-40	IOB1-40								latin	unknown	IOB1-40	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-41-bed-b-578-1	fam-raw-iob1-41-bed-b-578-1	iob1 41 bed b 578 1								latin	unknown	IOB1-41 BED B 578-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-42-bed-b-578-2	fam-raw-iob1-42-bed-b-578-2	iob1 42 bed b 578 2								latin	unknown	IOB1-42 BED B 578-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-43	fam-raw-iob1-43	IOB1-43								latin	unknown	IOB1-43	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-44-a-bed-b-578-3	fam-raw-iob1-44-a-bed-b-578-3	iob1 44 a bed b 578 3								latin	unknown	IOB1-44/a BED B 578-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-45-bed-b-581-2	fam-raw-iob1-45-bed-b-581-2	iob1 45 bed b 581 2								latin	unknown	IOB1-45 BED B 581-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-46-bed-b-586-6	fam-raw-iob1-46-bed-b-586-6	iob1 46 bed b 586 6								latin	unknown	IOB1-46 BED B 586-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-47	fam-raw-iob1-47	IOB1-47								latin	unknown	IOB1-47	unreviewed	No stronger conservative family signal was detected.
work-raw-iob1-48-bed-b-582-1	fam-raw-iob1-48-bed-b-582-1	iob1 48 bed b 582 1								latin	unknown	IOB1-48 BED B 582-1	unreviewed	No stronger conservative family signal was detected.
